,precision,recall,f1-score,support
0,0.8349514563106796,0.86,0.8472906403940887,100.0
1,0.8842105263157894,0.84,0.8615384615384616,100.0
2,0.7981651376146789,0.87,0.8325358851674641,100.0
3,0.9789473684210527,0.93,0.9538461538461539,100.0
4,0.9595959595959596,0.95,0.9547738693467336,100.0
5,0.941747572815534,0.97,0.9556650246305418,100.0
6,0.9081632653061225,0.89,0.8989898989898989,100.0
7,0.8037383177570093,0.86,0.8309178743961353,100.0
8,0.8297872340425532,0.78,0.8041237113402062,100.0
9,0.9423076923076923,0.98,0.9607843137254902,100.0
10,0.9032258064516129,0.84,0.8704663212435233,100.0
11,0.5724137931034483,0.83,0.6775510204081633,100.0
12,0.9696969696969697,0.96,0.964824120603015,100.0
13,0.7181818181818181,0.79,0.7523809523809524,100.0
14,0.9770114942528736,0.85,0.9090909090909092,100.0
15,0.8876404494382022,0.79,0.8359788359788359,100.0
16,0.9313725490196079,0.95,0.9405940594059405,100.0
17,0.9473684210526315,0.9,0.9230769230769231,100.0
18,0.9770114942528736,0.85,0.9090909090909092,100.0
19,0.941747572815534,0.97,0.9556650246305418,100.0
20,0.9879518072289156,0.82,0.8961748633879781,100.0
accuracy,0.88,0.88,0.88,0.88
macro avg,0.8902493669515029,0.8799999999999999,0.8826361796510886,2100.0
weighted avg,0.8902493669515029,0.88,0.8826361796510889,2100.0
